# Source: World Bank Open Data (https://data.worldbank.org/)
# License: CC BY 4.0
# Year: 2022
# Columns: country_name, country_code, region, income_group, population, gdp_usd, gdp_per_capita_usd, life_expectancy, land_area_sqkm, surface_area_sqkm, population_density, gni_per_capita_usd, unemployment_pct, internet_users_pct
country_name,country_code,region,income_group,population,gdp_usd,gdp_per_capita_usd,life_expectancy,land_area_sqkm,surface_area_sqkm,population_density,gni_per_capita_usd,unemployment_pct,internet_users_pct
IBRD only,IBD,Aggregates,Aggregates,4928196300,37847494888632.6,7679.78639337735,74.2512821129351,70783065.492,72825239.484,69.6239455828173,7537.98909922791,5.56994264084484,74.4
IDA & IBRD total,IBT,Aggregates,Aggregates,6793703268,40927482641799.6,6024.32591287554,71.6790095761174,96098512.402,98681118.984,70.6951970242841,5919.6854948016,5.38688118322023,63
IDA total,IDA,Aggregates,Aggregates,1865506968,3079987753167.07,1651.01916315494,64.8837178854478,25315446.91,25855879.5,73.6904615838757,1644.53778835229,4.80930057278539,32.8
IDA blend,IDB,Aggregates,Aggregates,651895919,1461048245644.69,2241.22931753571,62.1288641416852,4914875.91,4997683,132.637309860383,2241.92488053204,4.7445653467311,36.5
Indonesia,IDN,East Asia & Pacific,Upper middle income,278830529,1319101183380.15,4730.83484836107,70.925,1892555.47,1916906.77,147.330175215419,4520,3.462,66.48461277
IDA only,IDX,Aggregates,Aggregates,1213611049,1618939507522.38,1333.98547158611,66.3634983426878,20400571,20858196.5,59.4890725852722,1323.64897658996,4.84575036237372,30.7
Isle of Man,IMN,Europe & Central Asia,High income,84132,7431257410.92713,88328.548125887,80.956,570,570,147.6,78440,,
India,IND,South Asia,Lower middle income,1425423212,3249938492013.47,2279.98145719369,71.698,2973190,3287260,479.425536881262,2360,4.822,55.9
Not classified,INX,Aggregates,Aggregates,,,,,,,,,,
Ireland,IRL,Europe & Central Asia,High income,5212836,548341794599.09,105190.685952731,82.509756097561,68890,70280,75.6689795325882,75970,4.465,95.03690338
"Iran, Islamic Rep.",IRN,"Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,89524246,422662261525.665,4721.20437099984,76.799,1622500,1745150,55.1767309707242,4390,9.085,81.71649933
Iraq,IRQ,"Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,44070551,287372232137.931,6520.73154560584,72.037,434130,435050,101.514640775804,5510,15.41,78.71560926
Iceland,ISL,Europe & Central Asia,High income,382003,29176227825.4736,76376.9599334915,82.119512195122,100830,103000,3.78858474660319,74620,3.789,97.58339691
Israel,ISR,"Middle East, North Africa, Afghanistan & Pakistan",High income,9557500,525157951212.871,54947.2091250715,82.7,21640,22070,441.658964879852,55460,3.695,91.85079615
Italy,ITA,Europe & Central Asia,High income,59013667,2104067630319.46,35653.9042103495,82.7,295720,302070,199.559268903016,39060,8.069,85.06074504
Jamaica,JAM,Latin America & Caribbean ,Upper middle income,2839144,18813516805.214,6626.47502388538,71.481,10830,10990,262.155493998153,6340,4.083,85.84329987
Jordan,JOR,"Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,11256263,53516930140.8451,4754.41362207378,77.088,88794,89318,126.768283893056,4810,18.2,90.4999984
Japan,JPN,East Asia & Pacific,High income,125124989,4447976207314.78,35548.2645222433,83.9963414634146,364500,377969.27,343.278433470508,44300,2.614,84.92343147
Kazakhstan,KAZ,Europe & Central Asia,Upper middle income,20034609,225496328925.494,11255.3396437881,73.503,2699700,2724902,7.42105011667963,9400,4.86,92.29685266
Kenya,KEN,Sub-Saharan Africa ,Lower middle income,54252461,114448978152.637,2109.56288513137,63.549,580876.3,591969,93.3976149483117,2170,5.565,29.40589905
Kyrgyz Republic,KGZ,Europe & Central Asia,Lower middle income,6975220,12134931017.9465,1739.72018344174,72.0487804878049,191800,199950,36.3671532846715,1540,4.767,84.1937027
Cambodia,KHM,East Asia & Pacific,Lower middle income,17201724,39994532959.6074,2325.03050040841,70.528,176520,181040,97.4491502379334,2270,0.245,65.49079895
Kiribati,KIR,East Asia & Pacific,Lower middle income,130469,271214374.500577,2078.7648751855,66.269,810,810,161.072839506173,3280,,84.99849701
St. Kitts and Nevis,KNA,Latin America & Caribbean ,High income,46709,981429629.62963,21011.5744209816,70.313,260,260,179.65,21420,,75.76229858
"Korea, Rep.",KOR,East Asia & Pacific,High income,51672569,1799363116866.52,34822.4048404971,82.6804878048781,97600,100440,529.43205942623,38590,2.857,97.16855335
Kuwait,KWT,"Middle East, North Africa, Afghanistan & Pakistan",High income,4589643,183502046693.878,39981.7691035833,80.5878048780488,17820,17820,257.555723905724,39120,2.133,99.74729919
Latin America & Caribbean (excluding high income),LAC,Aggregates,Aggregates,613861839,5425723261080.83,8838.67169511547,74.4013120327618,18773907.672,19206692.813,32.6976061523693,8070.73739814225,6.83824311969363,76.6
Lao PDR,LAO,East Asia & Pacific,Lower middle income,7559007,15468785203.7532,2046.40440255621,68.715,230800,236800,32.7513301559792,2300,1.209,64.54000092
Lebanon,LBN,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,5744489,20992421948.8081,3654.35845534878,78.003,10230,10450,561.533626588465,4130,11.105,81.46479797
Liberia,LBR,Sub-Saharan Africa ,Low income,5373294,4001047000,744.617175237387,61.934,96320,111370,55.7858596345515,660,2.956,30.38010025
Libya,LBY,"Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,7223805,43246297921.8499,5986.63694851258,74.462,1759540,1759540,4.10550768950976,6010,19.238,80.64720154
St. Lucia,LCA,Latin America & Caribbean ,Upper middle income,178781,2319888888.88889,12976.1489693474,72.67,610,620,293.083606557377,11680,15.934,66.95159912
Latin America & Caribbean ,LCN,Aggregates,Aggregates,653108131,6147092422711.93,9412.05924553392,74.6472096226697,20055677.312,20512979.693,32.5647506608627,8603.40405768122,6.93153207639263,77.1
Least developed countries: UN classification,LDC,Aggregates,Aggregates,1133564482,1471699265269.38,1298.29338219278,65.7663286665813,20359188,20774974.5,55.6782756758275,1249.73052772589,5.05335918611166,28.2
Low income,LIC,Aggregates,Aggregates,,,,,,,,,,
Liechtenstein,LIE,Europe & Central Asia,High income,39493,7426856242.7736,188055.003235348,84.1219512195122,160,160,246.83125,,,97.88069916
Sri Lanka,LKA,South Asia,Upper middle income,22181000,74143020303.663,3342.63650438046,77.3,61860,65610,358.567733591982,3620,4.528,48.3
Lower middle income,LMC,Aggregates,Aggregates,,,,,,,,,,
Low & middle income,LMY,Aggregates,Aggregates,6590522389,37082867531465.4,5626.6962378216,71.5990630119306,77989755.762,79760129.104,84.5049753599971,5581.12127736868,5.41429545248604,
Lesotho,LSO,Sub-Saharan Africa ,Lower middle income,2286110,2354980960.02697,1030.12582947757,56.812,30360,30360,75.3000658761528,1270,16.623,48.06959915
Late-demographic dividend,LTE,Aggregates,Aggregates,2323799602,28553586772075.8,12287.4566066286,76.9543673255695,44534846.96,45802000.851,52.1793552830029,12002.5839465287,5.19342173354142,
Lithuania,LTU,Europe & Central Asia,High income,2831639,70639687325.6326,24946.5724005188,75.6439024390244,62604,65286,45.2309596830873,23840,5.955,87.72420219
Luxembourg,LUX,Europe & Central Asia,High income,653103,80801680397.0139,123719.658915996,82.9463414634147,2574.46,2590,253.685433061691,84190,4.588,98.24203749
Latvia,LVA,Europe & Central Asia,High income,1879383,38003198508.9107,20221.103686109,74.2780487804878,62230,64590,30.2005945685361,20630,6.815,91.03009059
"Macao SAR, China",MAC,East Asia & Pacific,High income,677300,24929307447.3237,36806.891255461,83.0804878048781,33,33,20524.2424242424,45210,2.446,89.48549652
St. Martin (French part),MAF,Latin America & Caribbean ,High income,28870,,,80.236,50,50,577.4,,,
Morocco,MAR,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,37329064,131245312804.483,3463.1376953125,75.161,446300,446550,83.6411920233027,3700,9.413,89.9
Monaco,MCO,Europe & Central Asia,High income,38931,8800432773.73544,226052.060664649,85.746,2.084,74.9,18680.9021113244,,,98.75189972
Moldova,MDA,Europe & Central Asia,Upper middle income,2528654,14525337523.7271,5744.29618434435,71.546,32880,33850,88.05425357802,5540,0.909,74.91899872
Middle East (developing only),MDE,Aggregates,Aggregates,,,,,,,,,,
Madagascar,MDG,Sub-Saharan Africa ,Low income,30437261,15342178598.2475,504.059106969168,63.068,581800,587295,52.3156772086628,500,3.186,17.81170082
Maldives,MDV,South Asia,Upper middle income,524106,6177123352.26211,11786.0191492983,80.76,300,300,1747.02,10570,4.303,83.91189054
"Middle East, North Africa, Afghanistan & Pakistan",MEA,Aggregates,Aggregates,782349366,5035779695254.83,6436.74030312288,71.6917293154863,12640229,12834520.9,61.8936069908227,6014.38987013379,8.23898776216766,57.8
Mexico,MEX,Latin America & Caribbean ,Upper middle income,128613117,1466934724243.38,11405.7940469896,73.973,1943950,1959142.3,66.1607124668844,10730,3.256,78.63217894
Marshall Islands,MHL,East Asia & Pacific,Upper middle income,40077,258723500,6455.6603538189,66.725,180,180,222.65,7580,,64.26719666
Middle income,MIC,Aggregates,Aggregates,5882746344,36531426959364.9,6209.92727259514,72.5034114518773,63298778.762,64787825.604,92.9361744263473,6165.75889900608,5.42949094564465,
North Macedonia,MKD,Europe & Central Asia,Upper middle income,1831712,13932436550.0883,7606.2375253797,74.4248780487805,25220,25710,72.6293417922284,7570,14.476,83.85030365
Mali,MLI,Sub-Saharan Africa ,Low income,23072640,22539987718.7642,976.914116406452,60.035,1220190,1240190,18.9090551471492,1000,2.387,35.19919968
Malta,MLT,"Middle East, North Africa, Afghanistan & Pakistan",High income,531113,18938869147.0818,35658.8318250199,82.2975609756098,320,320,1659.728125,34840,3.471,91.54062209
Myanmar,MMR,East Asia & Pacific,Lower middle income,53756787,62253049891.6449,1158.05005034332,66.506,652670,676590,82.3644215300228,1280,3.063,
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,Aggregates,Aggregates,716508657,2165681910516.43,3022.54814280134,71.0055315443397,10057959,10224193,71.237977506172,2862.63341701485,8.9382675467404,54.1
Montenegro,MNE,Europe & Central Asia,Upper middle income,623591,6259721790.0652,10038.1849482517,76.1878048780488,13450,13810,46.3636431226766,10420,14.851,88.22192026
Mongolia,MNG,East Asia & Pacific,Upper middle income,3433748,17146471713.748,4993.51487463495,71.9007317073171,1557510,1564120,2.2046394565685,4340,5.954,81.07720184
Northern Mariana Islands,MNP,East Asia & Pacific,High income,46078,1096000000,23785.754590043,78.531,460,460,100.169565217391,,,
Mozambique,MOZ,Sub-Saharan Africa ,Low income,32656246,18884232598.8698,578.273222184503,63.011,786380,799380,41.5273099519316,500,6.789,18.96220016
Mauritania,MRT,Sub-Saharan Africa ,Lower middle income,4875637,9562497460.55394,1961.28166648869,68.281,1030700,1030700,4.73041331134181,2010,10.52,42.46450043
Mauritius,MUS,Sub-Saharan Africa ,Upper middle income,1262523,12936444123.3037,10246.5017455553,73.5146341463415,1997,2010,632.209814722083,11810,6.322,75.5
Malawi,MWI,Sub-Saharan Africa ,Low income,20568728,12429059928.102,604.269740360317,66.037,94280,118480,218.166397963513,610,5.02,16.84830093
Malaysia,MYS,East Asia & Pacific,Upper middle income,34695493,407830525989.553,11754.5678336248,75.444,328550,330411,105.601865773855,11620,3.93,97.3986404
North America,NAC,Aggregates,Aggregates,373011185,28262944669046.3,75769.6975468613,77.817206254568,17936174,25470210,20.7965859943152,74819.2829148166,3.83310095020415,92.6
North Africa,NAF,Aggregates,Aggregates,,,,,,,,,,
Namibia,NAM,Sub-Saharan Africa ,Lower middle income,2889662,12569449123.3661,4349.79908493314,64.19,823290,824290,3.50989566252475,4280,19.615,62.99720001
New Caledonia,NCL,East Asia & Pacific,High income,287123,9623318718.31459,33516.363085906,77.698,18280,18580,15.7069474835886,36980,10.71,
Niger,NER,Sub-Saharan Africa ,Low income,25311973,15531799640.9005,613.614736429298,60.398,1266700,1267000,19.9826107207705,650,0.403,13.08749962
Nigeria,NGA,Sub-Saharan Africa ,Lower middle income,223150896,646950257575.455,2899.16047469267,54.079,910770,923770,245.013445765671,2940,3.827,39.14720154
Nicaragua,NIC,Latin America & Caribbean ,Lower middle income,6730654,15634573555.9049,2322.89069619459,74.463,120340,130370,55.9303141100216,2150,4.969,59.38000107
Netherlands,NLD,Europe & Central Asia,High income,17700982,1046540797548.64,59123.318556487,81.6146341463415,33670,41540,525.719691119691,62110,3.526,92.51968504
Norway,NOR,Europe & Central Asia,High income,5457127,617321834098.986,113122.130765691,82.509756097561,364270,624500,14.9809948664452,97270,3.231,98.99997764
Nepal,NPL,South Asia,Lower middle income,29715436,41182939519.8161,1385.91066002922,70.087,143350,147180,207.292891524241,1380,10.661,45.45080185
Non-resource rich Sub-Saharan Africa countries,NRS,Aggregates,Aggregates,,,,,,,,,,
Naoero,NRU,East Asia & Pacific,High income,11801,180671357.349805,15309.8345351924,61.93,20,20,590.05,20890,,83.22660065
"IDA countries not classified as fragile situations, excluding Sub-Saharan Africa",NXS,Aggregates,Aggregates,,,,,,,,,,
New Zealand,NZL,East Asia & Pacific,High income,5081700,249723029451.237,49141.6316294227,81.9585365853658,263310,267710,19.299305001709,49090,3.299,93.07289886
OECD members,OED,Aggregates,Aggregates,1378591781,61286449816069.9,44455.8357743973,79.5170877696899,35322628.841,43546009.951,39.0285725109969,45886.5468079821,4.99493064713263,
Oman,OMN,"Middle East, North Africa, Afghanistan & Pakistan",High income,4730226,109852795838.752,23223.5829405935,77.911,309500,309500,15.2834442649435,19270,3.3,95.24530029
Other small states,OSS,Aggregates,Aggregates,12699005,181929859029.679,14326.3081658507,72.9062214171014,274898,280991,46.1953342694381,13913.8242309306,9.01147513544492,
Pakistan,PAK,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,243700667,374890295666.694,1538.3228133171,67.417,770880,796100,316.133077781237,1510,5.291,
Panama,PAN,Latin America & Caribbean ,High income,4400773,76479304500,17378.6070083597,79.324,74180,75320,59.3255998921542,17130,8.086,67.2838974
Peru,PER,Latin America & Caribbean ,Upper middle income,33475438,246169867862.821,7353.74598721667,76.834,1280000,1285220,26.1526859375,6930,4.291,74.67495213
Philippines,PHL,East Asia & Pacific,Upper middle income,113964338,404353369604.631,3548.06930572116,69.472,298170,300000,382.21262367106,4010,2.598,75.21114422
Palau,PLW,East Asia & Pacific,High income,17759,247470812.5,13934.951996171,68.922,460,460,38.6065217391304,14100,,82.56749725
Papua New Guinea,PNG,East Asia & Pacific,Lower middle income,10203169,31653230962.4549,3102.29409730005,65.274,452860,462840,22.5305149494325,2690,2.689,18.25659943
Poland,POL,Europe & Central Asia,High income,36821749,695607470875.276,18891.2121169279,77.1560975609756,306090,312720,120.297131562612,19110,2.811,86.94113479
Pre-demographic dividend,PRE,Aggregates,Aggregates,1050180429,1857970259244.7,1769.1914721872,61.3824217457713,20320555.5,20702933.8,51.6806949002944,1659.56989412133,4.97495099823102,
Puerto Rico (US),PRI,Latin America & Caribbean ,High income,3220148,113843700000,35353.5613891039,79.427,8870,8870,363.038105975197,24670,6,87.29178106
"Korea, Dem. People's Rep.",PRK,East Asia & Pacific,Low income,26328845,,,73.641,120410,120540,218.659953492235,,3.457,
Portugal,PRT,Europe & Central Asia,High income,10434332,256898677175.024,24620.5197587181,81.6317073170732,91605.6,92230,113.904957775507,25880,6.138,84.49690644
Paraguay,PRY,Latin America & Caribbean ,Upper middle income,6760464,41841201626.7253,6189.10205375331,72.319,396012.042,406752,17.0713596633508,5900,6.755,76.25916611
West Bank and Gaza,PSE,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,5043612,19165500000,3799.95527015163,76.662,6025,6025,837.114024896266,4720,24.42,88.64690554
Pacific island small states,PSS,Aggregates,Aggregates,2656049,10469882963.8981,3941.90128416234,69.1004348993561,64150,65150,41.4037256430242,4127.63653104026,3.60681620269367,
Post-demographic dividend,PST,Aggregates,Aggregates,1117420833,57655583144884.1,51597.0182783268,80.1925594478523,31160068.201,39359924.721,35.8606671138203,53469.8498272488,4.52602226819937,
French Polynesia,PYF,East Asia & Pacific,High income,280378,5622688338.06317,20053.9569369322,83.859,3471,3471,80.7772976087583,24150,11.793,
Qatar,QAT,"Middle East, North Africa, Afghanistan & Pakistan",High income,2657333,235709325714.286,88701.463352273,81.857,11490,11490,231.273542210618,71050,0.13,98.03800201
Romania,ROU,Europe & Central Asia,High income,19048502,295317862855.924,15503.4691366242,75.1536585365854,230080,238400,82.7907771210014,15390,5.614,85.50309124
Resource rich Sub-Saharan Africa countries,RRS,Aggregates,Aggregates,,,,,,,,,,
Russian Federation,RUS,Europe & Central Asia,High income,144236933,2292495097681.47,15625.6328125,72.5456097560976,16376870,17125190,8.80735653394086,12890,3.867,90.41799163
Rwanda,RWA,Sub-Saharan Africa ,Low income,13651030,13747404814.2677,1007.05989322914,67.528,24670,26340,553.345358735306,970,15.084,28.01679993
South Asia,SAS,Aggregates,Aggregates,1648009565,3834471492016.05,2326.72890585805,72.0115731308447,3347100,3686310,492.36938394431,2416.42656335602,4.86631704704624,54.2
Saudi Arabia,SAU,"Middle East, North Africa, Afghanistan & Pakistan",High income,32175224,1239075200000,38510.2276211037,77.31,2149690,2149690,14.9673785522564,35110,5.589,100
Sudan,SDN,Sub-Saharan Africa ,Low income,49383346,51666875363.0963,1046.24084472656,65.695,1868000,1878000,26.4364807280514,720,7.53,
Senegal,SEN,Sub-Saharan Africa ,Lower middle income,17651103,27783332222.6759,1574.0281059306,67.788,192530,196710,91.6797538046019,1590,2.837,56.82830048
Singapore,SGP,East Asia & Pacific,High income,5637022,514252535238.749,91227.6970426492,82.8951219512195,718,728,7851.00557103064,68100,3.591,95.95386476
Solomon Islands,SLB,East Asia & Pacific,Lower middle income,781066,1466670929.62333,1877.78104490956,70.409,27990,28900,27.9051804215791,2010,1.475,28.01729965
Sierra Leone,SLE,Sub-Saharan Africa ,Low income,8276807,7121125277.18159,860.371067874555,61.275,72180,72300,114.66898032696,920,3.137,21.50880051
